name,price,3dmark,value,2dmark,tdp,powerperf,test,category
Radeon R3,NA,372,NA,195,NA,NA,Jul 2014,Unknown
Radeon R3E,NA,256,NA,151,NA,NA,Jan 2015,Unknown
Radeon R4,NA,396,NA,234,NA,NA,Jul 2014,Unknown
Radeon R5 220,NA,232,NA,439,19,12,Feb 2015,Desktop
Radeon R5 230,$42.34,235,5.55,558,NA,NA,Jan 2018,Unknown
Radeon R5 235,$257.99,372,1.44,565,35,10,Feb 2014,Desktop
Radeon R5 235 + HD 7560D Dual,NA,743,NA,440,NA,NA,May 2014,Unknown
Radeon R5 235X,NA,367,NA,421,18,20,Dec 2014,Desktop
Radeon R5 240,$61.00,660,10.83,692,50,13,Sep 2014,Desktop
Radeon R5 310,$449.00,337,0.75,557,NA,NA,Dec 2015,Unknown
Radeon R5 330,$369.99*,636,1.72,649,30,21,May 2017,Desktop
Radeon R5 340,NA,1041,NA,596,NA,NA,Oct 2016,Unknown
Radeon R5 420,NA,757,NA,677,NA,NA,Oct 2017,Unknown
Radeon R5 430,NA,1031,NA,814,NA,NA,Aug 2017,Unknown
"Radeon R5 A10-9600P RADEON R5, 10 COMPUTE CORES 4C",NA,809,NA,348,NA,NA,Dec 2016,Unknown
"Radeon R5 A10-9620P RADEON R5, 10 COMPUTE CORES 4C",NA,776,NA,352,NA,NA,Aug 2017,Unknown
"Radeon R5 A10-9630P RADEON R5, 10 COMPUTE CORES 4C",NA,1463,NA,365,NA,NA,Jul 2017,Unknown
"Radeon R5 A6-9500 RADEON R5, 8 COMPUTE CORES 2C+6G",NA,1003,NA,482,NA,NA,Oct 2017,Unknown
Radeon R5 M230,NA,571,NA,534,NA,NA,Dec 2014,Mobile
Radeon R5 M240,NA,556,NA,499,NA,NA,Aug 2015,Unknown
Radeon R5 M255,NA,754,NA,531,NA,NA,Dec 2014,Mobile
Radeon R5 M315,NA,609,NA,569,NA,NA,Jul 2016,Unknown
Radeon R5 M320,NA,598,NA,737,NA,NA,Sep 2015,Unknown
Radeon R5 M330,NA,600,NA,520,18,33,Aug 2015,Mobile
Radeon R5 M335,NA,554,NA,577,NA,NA,Nov 2015,Mobile
Radeon R5 M420,NA,545,NA,644,NA,NA,Nov 2017,Unknown
Radeon R5 M430,NA,644,NA,527,NA,NA,Aug 2016,Unknown
Radeon R5 Opteron X3216,NA,438,NA,352,NA,NA,Aug 2017,Unknown
"Radeon R5 PRO A10-8730B R5, 10 COMPUTE CORES 4C+6G",NA,819,NA,314,NA,NA,Jan 2017,Unknown
"Radeon R5 PRO A6-8530B R5, 6 COMPUTE CORES 2C+4G",NA,689,NA,354,NA,NA,Jan 2017,Unknown
"Radeon R5 PRO A6-8570 R5, 8 COMPUTE CORES 2C+6G",NA,1014,NA,487,NA,NA,Jan 2017,Unknown
"Radeon R5 PRO A6-8570E R5, 6 COMPUTE CORES 2C+4G",NA,839,NA,410,NA,NA,Jan 2017,Unknown
"Radeon R5 PRO A6-9500 R5, 8 COMPUTE CORES 2C+6G",NA,1167,NA,472,NA,NA,Jan 2017,Unknown
"Radeon R5 PRO A6-9500B R5, 6 COMPUTE CORES 2C+4G",NA,693,NA,323,NA,NA,Mar 2017,Unknown
"Radeon R5 PRO A6-9500E R5, 6 COMPUTE CORES 2C+4G",NA,955,NA,424,NA,NA,Jan 2017,Unknown
"Radeon R5 PRO A8-9600B R5, 10 COMPUTE CORES 4C+6G",NA,849,NA,384,NA,NA,Jan 2017,Unknown
Radeon R5E,NA,338,NA,216,NA,NA,Jul 2014,Unknown
Radeon R6,NA,643,NA,292,15,42,Jul 2014,"Desktop, Mobile"
Radeon R6 + R7 M265DX Dual,NA,570,NA,328,NA,NA,Mar 2015,Unknown
Radeon R6 A10-8700P,NA,688,NA,331,NA,NA,Dec 2016,Unknown
Radeon R6 A8-8600P,NA,501,NA,295,NA,NA,Feb 2017,Unknown
"Radeon R6 PRO A10-8700B R6, 10 Compute Cores 4C+6G",NA,569,NA,294,NA,NA,Dec 2016,Unknown
"Radeon R6 PRO A8-8600B R6, 10 Compute Cores 4C+6G",NA,604,NA,302,NA,NA,Dec 2016,Unknown
Radeon R7 + HD 7700 Dual,NA,1962,NA,498,NA,NA,Dec 2014,Unknown
Radeon R7 + R5 330 Dual,NA,1028,NA,530,NA,NA,Mar 2016,Unknown
Radeon R7 + R5 435 Dual A10-9700 RADEON,NA,885,NA,479,NA,NA,Mar 2017,Unknown
Radeon R7 + R7 200 Dual,NA,1289,NA,475,NA,NA,Nov 2014,Unknown
Radeon R7 + R7 240 Dual,NA,1045,NA,373,NA,NA,Apr 2015,Unknown
Radeon R7 + R7 350 Dual,NA,1982,NA,551,NA,NA,Dec 2016,Unknown
Radeon R7 240,$54.99,980,17.83,532,30,32,Oct 2013,Desktop
Radeon R7 240 + HD 8570D Dual,NA,917,NA,352,NA,NA,Sep 2014,Unknown
Radeon R7 240 + HD 8670D Dual,NA,930,NA,470,NA,NA,Feb 2014,Unknown
Radeon R7 250,$78.34,1405,17.94,569,75,18,Nov 2013,Desktop
Radeon R7 250X,$260.70,2268,8.70,637,95,23,Aug 2015,Desktop
Radeon R7 260,$89.99*,2891,32.13,558,95,30,Jul 2014,Desktop
Radeon R7 260X,$220.00,3168,14.40,585,115,27,Oct 2013,Desktop
Radeon R7 340,NA,1041,NA,523,NA,NA,Jul 2016,Unknown
Radeon R7 360,$146.65*,3307,22.55,598,100,33,Jun 2015,Desktop
Radeon R7 370,NA,4642,NA,664,150,30,Apr 2016,Desktop
Radeon R7 430,$193.00,1411,7.31,731,NA,NA,May 2017,Unknown
Radeon R7 450,$79.99,2190,27.38,726,65,33,Oct 2016,Desktop
Radeon R7 A10 Extreme Edition,NA,776,NA,349,NA,NA,Dec 2016,Unknown
Radeon R7 A10 PRO-7800B,NA,724,NA,439,NA,NA,Oct 2014,Unknown
Radeon R7 A10 PRO-7850B,NA,962,NA,497,NA,NA,Nov 2014,Unknown
Radeon R7 A10-7700K,NA,896,NA,475,NA,NA,Nov 2014,Unknown
Radeon R7 A10-7800,NA,887,NA,406,NA,NA,Nov 2014,Unknown
Radeon R7 A10-7850K,NA,1019,NA,492,95,10,Oct 2014,Desktop
Radeon R7 A10-7860K,NA,988,NA,506,NA,NA,Mar 2016,Unknown
Radeon R7 A10-7870K,NA,1127,NA,504,NA,NA,Jun 2015,Unknown
Radeon R7 A10-7890K,NA,1158,NA,542,NA,NA,Apr 2016,Unknown
Radeon R7 A10-8750,NA,988,NA,418,NA,NA,Sep 2015,Unknown
Radeon R7 A10-8850,NA,1107,NA,532,NA,NA,Jan 2017,Unknown
Radeon R7 A10-9700 RADEON,NA,1238,NA,477,NA,NA,Mar 2017,Unknown
Radeon R7 A10-9700E RADEON,NA,1105,NA,423,NA,NA,Jan 2018,Unknown
Radeon R7 A12-9700P RADEON,NA,744,NA,354,NA,NA,Dec 2016,Unknown
Radeon R7 A12-9720P RADEON,NA,930,NA,362,NA,NA,Jul 2017,Unknown
Radeon R7 A12-9730P RADEON,NA,929,NA,380,NA,NA,Jul 2017,Unknown
Radeon R7 A12-9800 RADEON,NA,1249,NA,485,NA,NA,Feb 2017,Unknown
Radeon R7 A12-9800E RADEON,NA,1185,NA,423,NA,NA,Sep 2017,Unknown
Radeon R7 A265,NA,987,NA,833,NA,NA,Jun 2015,Unknown
Radeon R7 A370,NA,1281,NA,742,NA,NA,Jun 2016,Unknown
Radeon R7 A8 PRO-7600B,NA,723,NA,421,NA,NA,Nov 2014,Unknown
Radeon R7 A8-7500,NA,1027,NA,493,NA,NA,Feb 2017,Unknown
"Radeon R7 A8-7500 Radeon R7, 10 Compute Cores 4C+6",NA,853,NA,389,NA,NA,Apr 2017,Unknown
Radeon R7 A8-7600,NA,927,NA,461,NA,NA,Oct 2014,Unknown
Radeon R7 A8-7650K,NA,866,NA,476,NA,NA,Mar 2015,Unknown
Radeon R7 A8-7670K,NA,850,NA,503,NA,NA,Sep 2015,Unknown
Radeon R7 A8-8650,NA,910,NA,499,NA,NA,Jan 2016,Unknown
Radeon R7 A8-9600 RADEON,NA,1101,NA,433,NA,NA,Apr 2017,Unknown
Radeon R7 FX-8800P,NA,852,NA,374,NA,NA,Dec 2016,Unknown
Radeon R7 FX-9800P RADEON,$530.00,848,1.60,347,NA,NA,Dec 2016,Unknown
Radeon R7 FX-9830P RADEON,NA,1804,NA,415,NA,NA,Dec 2016,Unknown
Radeon R7 M260,$799.00*,688,0.86,536,NA,NA,Nov 2014,Mobile
Radeon R7 M260X,NA,1115,NA,587,NA,NA,Mar 2015,Mobile
Radeon R7 M265,NA,822,NA,557,NA,NA,Nov 2014,Mobile
Radeon R7 M270,NA,745,NA,513,NA,NA,Jan 2015,Unknown
Radeon R7 M340,NA,766,NA,621,NA,NA,Apr 2016,Mobile
Radeon R7 M350,NA,1235,NA,578,NA,NA,Aug 2016,Unknown
Radeon R7 M360,NA,711,NA,578,NA,NA,Sep 2015,Mobile
Radeon R7 M365X,NA,904,NA,491,NA,NA,Dec 2016,Unknown
Radeon R7 M370,NA,1410,NA,668,NA,NA,Jan 2016,Mobile
Radeon R7 M440,NA,956,NA,627,NA,NA,Aug 2016,Unknown
Radeon R7 M445,NA,1067,NA,612,NA,NA,Jan 2017,Unknown
Radeon R7 M460,NA,1119,NA,610,NA,NA,Dec 2016,Unknown
Radeon R7 M465,NA,1306,NA,779,NA,NA,May 2017,Unknown
Radeon R7 M465X,NA,2057,NA,840,NA,NA,May 2018,Unknown
Radeon R7 Opteron X3421,NA,961,NA,345,NA,NA,Sep 2017,Unknown
Radeon R7 PRO A10-8750B,NA,921,NA,512,NA,NA,Nov 2015,Unknown
Radeon R7 PRO A10-8770,NA,1319,NA,522,NA,NA,Jan 2017,Unknown
Radeon R7 PRO A10-8770E,NA,1147,NA,456,NA,NA,Jan 2017,Unknown
Radeon R7 PRO A10-8850B,NA,945,NA,552,NA,NA,Jun 2016,Unknown
Radeon R7 PRO A10-9700,NA,1367,NA,508,NA,NA,Feb 2017,Unknown
Radeon R7 PRO A10-9700B,NA,1082,NA,378,NA,NA,Jan 2018,Unknown
Radeon R7 PRO A10-9700E,NA,1142,NA,460,NA,NA,Feb 2017,Unknown
Radeon R7 PRO A12-8800B,NA,786,NA,325,NA,NA,Dec 2016,Unknown
Radeon R7 PRO A12-8830B,NA,945,NA,359,NA,NA,Sep 2017,Unknown
Radeon R7 PRO A12-8870,NA,1375,NA,540,NA,NA,Jan 2017,Unknown
Radeon R7 PRO A12-8870E,NA,1160,NA,469,NA,NA,Dec 2016,Unknown
Radeon R7 PRO A12-9800,NA,1346,NA,578,NA,NA,Jan 2017,Unknown
Radeon R7 PRO A12-9800B,NA,820,NA,350,NA,NA,Jan 2017,Unknown
Radeon R7 PRO A12-9800E,NA,1030,NA,458,NA,NA,Jan 2017,Unknown
Radeon R7 PRO A8-8650B,NA,843,NA,466,NA,NA,Dec 2015,Unknown
Radeon R7 PRO A8-9600,NA,1049,NA,481,NA,NA,Dec 2016,Unknown
Radeon R9 255,$347.07,1800,5.19,632,NA,NA,Jun 2014,Desktop
Radeon R9 260,NA,3018,NA,643,NA,NA,May 2016,Unknown
Radeon R9 270 / R7 370,$152.52,4261,27.94,646,150,28,Dec 2013,Desktop
Radeon R9 270X,$299.00,4688,15.68,657,180,26,Oct 2013,Desktop
Radeon R9 280,NA,5378,NA,682,250,21,Apr 2016,Desktop
Radeon R9 280X,NA,5837,NA,710,250,23,Apr 2016,Desktop
Radeon R9 285 / 380,$310.00,5554,17.92,654,190,29,Jan 2015,Desktop
Radeon R9 290 / 390,$745.91*,7135,9.57,750,275,25,Nov 2013,Desktop
Radeon R9 290X / 390X,$570.00,7425,13.03,763,290,25,Oct 2013,Desktop
Radeon R9 295X2,"$1,099.99*",7730,7.03,766,500,15,May 2014,Desktop
Radeon R9 350,$55.98,2241,40.03,832,60,37,Oct 2016,Desktop
Radeon R9 360,$519.00*,3038,5.86,468,85,35,Oct 2015,Desktop
Radeon R9 370,NA,4722,NA,780,150,31,Apr 2016,Desktop
Radeon R9 380,$264.99*,6131,23.14,682,190,32,Mar 2016,Desktop
Radeon R9 380X,$445.00,6199,13.93,684,190,32,Jul 2015,Desktop
Radeon R9 390,NA,8083,NA,765,275,29,Mar 2016,Desktop
Radeon R9 390X,NA,8544,NA,792,275,31,Apr 2016,Desktop
Radeon R9 Fury,$399.99*,9148,22.87,816,NA,NA,Jul 2015,Unknown
Radeon R9 Fury + Fury X,$399.99*,8441,21.10,765,275,30,Jul 2015,Desktop
Radeon R9 M265X,NA,1271,NA,672,NA,NA,Nov 2014,Mobile
Radeon R9 M270X,NA,1417,NA,479,NA,NA,Feb 2015,Mobile
Radeon R9 M275,$699.99,1114,1.59,569,NA,NA,Oct 2014,Mobile
Radeon R9 M275X / M375,NA,1500,NA,626,50,30,Dec 2014,Mobile
Radeon R9 M290X,NA,4004,NA,711,100,40,Jul 2014,Mobile
Radeon R9 M295X,NA,5150,NA,832,125,41,Oct 2014,Mobile
Radeon R9 M360,NA,2023,NA,694,NA,NA,Apr 2016,Unknown
Radeon R9 M370X,NA,1926,NA,666,50,38,Aug 2015,Mobile
Radeon R9 M375,NA,1239,NA,578,NA,NA,Aug 2015,Mobile
Radeon R9 M375X,NA,2067,NA,635,NA,NA,Jun 2016,Mobile
Radeon R9 M380,NA,3101,NA,705,NA,NA,Oct 2015,Mobile
Radeon R9 M390X,NA,4356,NA,703,100,43,Jan 2016,Mobile
Radeon R9 M395,NA,5006,NA,777,125,40,Oct 2015,Mobile
Radeon R9 M395X,NA,5757,NA,811,125,46,Oct 2015,Mobile
Radeon R9 M470,NA,2435,NA,593,75,32,Nov 2016,Mobile
Radeon R9 M470X,NA,3563,NA,695,75,47,Sep 2016,Mobile
Radeon RX 460,$179.50,4330,24.13,667,75,57,Aug 2016,Desktop
Radeon RX 470,$199.99,7562,37.81,732,120,63,Aug 2016,Desktop
Radeon RX 480,$295.00,8115,27.51,786,150,54,Jun 2016,Desktop
Radeon RX 540,NA,2407,NA,487,NA,NA,Dec 2017,Desktop
Radeon RX 550,$74.99,3442,45.91,617,50,68,Jun 2017,Desktop
Radeon RX 560,$104.99,4405,41.97,654,80,55,Mar 2017,Desktop
Radeon RX 570,$144.99,6704,46.24,644,150,44,Apr 2017,Desktop
Radeon RX 580,$189.99,8421,44.32,757,185,45,Apr 2017,Desktop
Radeon RX 590,$259.99,9306,35.80,774,175,53,Nov 2018,Desktop
Radeon RX Vega,$339.99,12297,36.17,882,NA,NA,Sep 2017,Desktop
Radeon RX Vega 11,NA,2268,NA,700,NA,NA,Feb 2018,Desktop
Radeon RX Vega 56,NA,11702,NA,818,NA,NA,Sep 2017,Unknown
Radeon RX Vega 64,$399.99,11883,29.71,809,295,40,Sep 2017,Desktop
Radeon RX Vega 8,NA,1759,NA,513,NA,NA,Nov 2018,Unknown
Radeon RX Vega M GH,NA,6970,NA,829,NA,NA,Mar 2018,Unknown
Radeon RX Vega M GL,NA,5249,NA,740,NA,NA,Feb 2018,Unknown
Radeon TM R9 A360,NA,2148,NA,800,NA,NA,Apr 2016,Unknown
Radeon Vega 10 Mobile,NA,1642,NA,498,NA,NA,Dec 2017,Unknown
Radeon Vega 3,NA,1110,NA,594,NA,NA,Apr 2018,Unknown
Radeon Vega 3 Mobile,NA,1118,NA,563,NA,NA,Dec 2017,Unknown
Radeon Vega 6,NA,1662,NA,479,NA,NA,May 2018,Unknown
Radeon Vega 8,NA,1775,NA,626,NA,NA,Feb 2018,"Desktop, Mobile"
Radeon Vega 8 Mobile,NA,1636,NA,459,NA,NA,Nov 2017,Unknown
Radeon Vega Frontier Edition,$599.99*,11087,18.48,773,350,31,Jun 2017,Desktop
Radeon X1050,NA,49,NA,244,NA,NA,Apr 2009,Desktop
Radeon X1200,NA,32,NA,169,NA,NA,Oct 2010,Unknown
Radeon X1250,NA,37,NA,199,NA,NA,May 2009,Unknown
Radeon X1270,NA,31,NA,170,NA,NA,Oct 2010,Unknown
Radeon X1300,$101.99*,58,0.57,236,NA,NA,Jul 2009,Desktop
Radeon X1300 PRO,NA,86,NA,316,NA,NA,Nov 2009,Unknown
Radeon X1550,$113.00*,65,0.58,253,27,2,Jul 2009,Desktop
Radeon X1550 64-bit,NA,46,NA,256,NA,NA,Dec 2009,Unknown
Radeon X1600,NA,49,NA,208,NA,NA,May 2009,Unknown
Radeon X1600 Pro,NA,99,NA,274,41,2,Oct 2012,Desktop
Radeon X1600 Pro / X1300XT,NA,69,NA,285,NA,NA,Jan 2010,Unknown
Radeon X1600 XT,NA,115,NA,355,42,2,Dec 2012,Desktop
Radeon X1650 GTO,NA,74,NA,383,NA,NA,Oct 2009,Unknown
Radeon X1650 Pro,$160.89*,84,0.52,240,44,1,Jan 2010,Desktop
Radeon X1650 SE,NA,71,NA,357,NA,NA,Apr 2009,Unknown
Radeon X1700 Targa Edition,NA,116,NA,254,NA,NA,Oct 2012,Unknown
Radeon X1800 GTO,NA,140,NA,414,48,2,Jul 2009,Desktop
Radeon X1900 CrossFire Edition,NA,137,NA,506,100,1,Mar 2011,Desktop
Radeon X1900 GT,NA,145,NA,408,75,1,Jul 2009,Desktop
Radeon X1950 CrossFire Edition,NA,151,NA,466,NA,NA,May 2009,Desktop
Radeon X1950 GT,NA,109,NA,286,57,1,Mar 2010,Desktop
Radeon X1950 Pro,NA,113,NA,319,66,1,Sep 2009,Desktop
RADEON X300SE,NA,38,NA,240,NA,NA,Apr 2009,Unknown
RADEON X550,NA,50,NA,265,NA,NA,Jul 2009,Desktop
RADEON X550XT,NA,56,NA,223,NA,NA,Jul 2009,Unknown
Radeon X550XTX,NA,70,NA,240,NA,NA,Oct 2009,Unknown
RADEON X600 256MB HyperMemory,NA,58,NA,208,NA,NA,Apr 2009,Desktop
RADEON X600XT,NA,91,NA,257,NA,NA,Dec 2009,Unknown
RADEON X700,NA,73,NA,254,NA,NA,Mar 2010,Desktop
RADEON X700 PRO,NA,75,NA,302,NA,NA,May 2009,Desktop
RADEON X700 SE,NA,71,NA,348,NA,NA,Jul 2009,Desktop
RADEON X800 GT,NA,84,NA,423,NA,NA,Apr 2009,Desktop
RADEON X800 GTO,NA,76,NA,298,NA,NA,Nov 2010,Desktop
RADEON X800 PRO,NA,64,NA,190,NA,NA,Jun 2009,Desktop
RADEON X800 PRO/GTO,NA,73,NA,180,NA,NA,Nov 2009,Desktop
RADEON X800 XL,NA,69,NA,270,NA,NA,Mar 2011,Desktop
RADEON X800 XT,NA,97,NA,271,NA,NA,Aug 2012,Desktop
RADEON X800GT,NA,79,NA,263,NA,NA,Apr 2009,Unknown
RADEON X850 PRO,NA,72,NA,156,NA,NA,Nov 2010,Desktop
RADEON X850 XT,NA,81,NA,326,NA,NA,Apr 2009,Desktop
RADEON X850 XT Platinum Edition,NA,81,NA,261,NA,NA,Mar 2011,Desktop
Radeon Xpress 1100,NA,34,NA,186,NA,NA,Apr 2009,Unknown
Radeon Xpress 1150,NA,29,NA,192,NA,NA,Aug 2009,Unknown
Radeon Xpress 1200,NA,35,NA,191,NA,NA,May 2009,Unknown
Radeon Xpress 1250,NA,42,NA,196,NA,NA,Aug 2012,Unknown
Radeon Xpress 1270,NA,26,NA,191,NA,NA,Nov 2009,Unknown
RADEON XPRESS 200,NA,29,NA,188,NA,NA,Oct 2009,Unknown
RADEON XPRESS 200M,NA,22,NA,176,NA,NA,Apr 2009,Unknown
RadeonT R5 430,NA,1123,NA,920,NA,NA,Sep 2017,Unknown
RadeonT R7 450,NA,2185,NA,933,NA,NA,Feb 2017,Unknown
RAGE 128 PRO AGP 4X TMDS,NA,1,NA,142,NA,NA,Apr 2009,Unknown
Rage Fury Pro/Xpert 2000 Pro,NA,3,NA,52,NA,NA,May 2009,Unknown
Red Hat QXL controller,NA,31,NA,270,NA,NA,Sep 2015,Unknown
RGH Drivers v3,NA,11,NA,312,NA,NA,Sep 2016,Unknown
RIVA TNT2 Model 64/Model 64 Pro,NA,3,NA,107,NA,NA,Sep 2009,Unknown
RIVA TNT2/TNT2 Pro,NA,3,NA,70,NA,NA,Apr 2009,Unknown
RV530 PRO,NA,118,NA,385,NA,NA,Oct 2009,Unknown
Ryzen 5 2500U with Radeon Vega,NA,1503,NA,387,NA,NA,Apr 2018,Unknown
Ryzen 7 2700U with Radeon Vega,NA,1617,NA,442,NA,NA,Apr 2018,Unknown
S3 Chrome 430 ULP,NA,39,NA,309,NA,NA,Jun 2009,Unknown
S3 Chrome S25 DDR2,NA,18,NA,251,NA,NA,Oct 2011,Unknown
S3 ProSavageDDR,NA,1,NA,39,NA,NA,Apr 2009,Unknown
SAPPHIRE RADEON 9600 ATLANTIS,NA,47,NA,148,NA,NA,May 2009,Unknown
SAPPHIRE Radeon X1550,NA,61,NA,284,NA,NA,Feb 2010,Unknown
Sapphire RADEON X800 GT,NA,112,NA,273,NA,NA,May 2009,Unknown
Sherry 1.3 for GMA 3150,NA,1,NA,90,NA,NA,Jul 2011,Unknown
Sherry 1.3.2 beta for 945 chipsets,NA,3,NA,159,NA,NA,Jun 2012,Unknown
SiS 630/730,NA,1,NA,27,NA,NA,Apr 2009,Unknown
SiS 650_651_M650_M652_740,NA,3,NA,34,NA,NA,May 2010,Unknown
SiS 651,NA,2,NA,29,NA,NA,Aug 2010,Unknown
SiS 661FX,NA,3,NA,40,NA,NA,Oct 2011,Unknown
SiS 661FX/GX Mirage,NA,4,NA,37,NA,NA,Apr 2012,Unknown
SiS 661FX_760_741_M661FX_M760_M741,NA,4,NA,33,NA,NA,Aug 2010,Unknown
SiS 741,NA,4,NA,50,NA,NA,Nov 2010,Unknown
SiS 760,NA,5,NA,62,NA,NA,May 2009,Unknown
SiS M661MX,NA,4,NA,43,NA,NA,Jan 2011,Unknown
SiS M760GX,NA,3,NA,53,NA,NA,Jul 2010,Unknown
SiS Mirage,NA,4,NA,51,NA,NA,Apr 2012,Unknown
SiS Mirage 3,NA,2,NA,149,NA,NA,May 2010,Unknown
SUMO 9640,NA,650,NA,397,NA,NA,Oct 2011,Unknown
SUMO 964A,NA,497,NA,402,NA,NA,Aug 2011,Unknown
Tesla C2050,NA,3487,NA,489,NA,NA,Sep 2010,Unknown
Tesla C2050 / C2070,NA,3428,NA,567,238,14,May 2013,Workstation
Tesla C2070,NA,3178,NA,561,247,12,Feb 2011,Workstation
Tesla C2075,"$2,269.99*",3364,1.48,537,NA,NA,Jan 2012,Unknown
Tesla M60,NA,7233,NA,621,NA,NA,Jun 2017,Unknown
TITAN RTX,"$2,499.99",18712,7.49,996,280,66,Dec 2018,Workstation
TITAN V,"$3,587.99",14694,4.10,899,250,58,Dec 2017,Desktop
TITAN V CEO Edition,NA,16987,NA,1085,250,67,Oct 2018,Desktop
TITAN Xp COLLECTORS EDITION,NA,14759,NA,933,250,59,Dec 2017,Desktop
TRINITY DEVASTATOR MOBILE,NA,699,NA,335,NA,NA,Sep 2016,Unknown
Vanta/Vanta LT,NA,3,NA,91,NA,NA,Apr 2009,Unknown
VIA Chrome9 HC IGP,NA,4,NA,168,NA,NA,Apr 2009,Unknown
VIA Chrome9 HC IGP Family,NA,3,NA,177,NA,NA,Apr 2009,Unknown
VIA Chrome9 HC IGP Family WDDM,NA,3,NA,164,NA,NA,Apr 2009,Unknown
VIA Chrome9 HC IGP Prerelease WDDM 1.1,NA,2,NA,121,NA,NA,Sep 2009,Unknown
VIA Chrome9 HC IGP WDDM,NA,2,NA,143,NA,NA,Jun 2009,Unknown
VIA Chrome9 HC IGP WDDM 1.1,NA,2,NA,147,NA,NA,Nov 2009,Unknown
VIA Chrome9 HCM IGP,NA,1,NA,94,NA,NA,Oct 2009,Unknown
VIA Chrome9 HD IGP,NA,10,NA,117,NA,NA,Jul 2010,Unknown
VIA/S3G Chrome 645/640 GPU,NA,109,NA,160,NA,NA,Mar 2012,Unknown
VIA/S3G DeltaChrome IGP,NA,3,NA,124,NA,NA,Apr 2009,Unknown
VIA/S3G KM400/KN400,NA,4,NA,124,NA,NA,Apr 2009,Unknown
VIA/S3G UniChrome IGP,NA,4,NA,162,NA,NA,Apr 2009,Unknown
VIA/S3G UniChrome Pro IGP,NA,4,NA,164,NA,NA,Apr 2009,Unknown
VIA/S3G UniChromeII,NA,5,NA,225,NA,NA,Dec 2009,Unknown
VirtualBox Adapter for Windows 8+,NA,397,NA,440,NA,NA,Apr 2016,Unknown
Wine Display Adapter,NA,261,NA,201,NA,NA,Dec 2015,Unknown
Xabre,NA,5,NA,28,NA,NA,Jan 2012,Unknown
