name,size,mark,price,value,date,type
Crucial CT128M550SSD1,119.2 GB,3044,$89.95,33.84,Apr 2014,SSD
Crucial CT128M550SSD3,119.2 GB,3017,$144.44,20.89,May 2014,SSD
Crucial CT128M550SSD4,119.2 GB,3252,$177.77,18.29,May 2014,SSD
Crucial CT128MX100SS,119.2 GB,1232,NA,NA,Mar 2015,SSD
Crucial CT128MX100SSD1,119.2 GB,2367,$79.65,29.72,Jun 2014,SSD
Crucial CT2050MX300SSD1,1.9 TB,3567,$499.95,7.13,Oct 2016,SSD
Crucial CT240M500SSD1,223.6 GB,2710,$74.88,36.19,May 2013,SSD
Crucial CT240M500SSD3,223.6 GB,2913,$245.99,11.84,Sep 2013,SSD
Crucial CT240M500SSD4,223.6 GB,3023,$205.99*,14.68,Jul 2014,SSD
Crucial CT250MX2,232.9 GB,3784,NA,NA,May 2015,SSD
Crucial CT250MX200SS,232.9 GB,1504,NA,NA,Sep 2015,SSD
Crucial CT250MX200SSD1,232.9 GB,3478,$247.10,14.08,Feb 2015,SSD
Crucial CT250MX200SSD4,232.9 GB,3978,$188.38,21.12,Feb 2015,SSD
Crucial CT250MX200SSD6,232.9 GB,3896,NA,NA,Mar 2015,SSD
Crucial CT256M225,238.5 GB,1162,$177.77*,6.54,Sep 2009,SSD
Crucial CT256M550SSD1,238.5 GB,3410,$226.09,15.08,Apr 2014,SSD
Crucial CT256M550SSD3,238.5 GB,3384,$195.10,17.34,Apr 2014,SSD
Crucial CT256M550SSD4,238.5 GB,4012,$167.77*,23.91,Jul 2014,SSD
Crucial CT256MX100SSD1,238.5 GB,2901,$99.99,29.01,Jun 2014,SSD
Crucial CT275MX300SSD1,256.2 GB,3614,$102.09,35.40,Aug 2016,SSD
Crucial CT275MX300SSD4,256.2 GB,4111,$91.45,44.95,Aug 2016,SSD
Crucial CT480M500SSD1,447.1 GB,3210,$298.98,10.74,Jun 2013,SSD
Crucial CT480M500SSD3,447.1 GB,3284,$342.05,9.60,Dec 2013,SSD
Crucial CT480M500SSD4,447.1 GB,3958,$258.98,15.28,Apr 2014,SSD
Crucial CT500BX100SSD1,465.8 GB,3670,$299.11,12.27,Feb 2015,SSD
Crucial CT500MX200SSD1,465.8 GB,3262,$124.88,26.12,Mar 2015,SSD
Crucial CT500MX200SSD3,465.8 GB,3841,$396.88,9.68,May 2015,SSD
Crucial CT500MX200SSD4,465.8 GB,4281,$398.98,10.73,Feb 2015,SSD
Crucial CT500MX200SSD6,465.8 GB,4266,$319.99,13.33,May 2015,SSD
Crucial CT512M550SSD1,476.9 GB,3470,$245.08,14.16,Apr 2014,SSD
Crucial CT512M550SSD3,476.9 GB,3179,$457.77,6.94,Apr 2014,SSD
Crucial CT512M550SSD4,476.9 GB,3633,$277.77*,13.08,Jun 2014,SSD
Crucial CT512MX100SSD1,476.9 GB,3366,$232.86,14.46,Jun 2014,SSD
Crucial CT525MX3,489 GB,3611,NA,NA,Dec 2016,SSD
Crucial CT525MX300SS,489 GB,1635,NA,NA,Nov 2016,SSD
Crucial CT525MX300SSD1,489 GB,3926,$118.69,33.08,Aug 2016,SSD
Crucial CT525MX300SSD4,489 GB,4315,$109.99,39.23,Oct 2016,SSD
Crucial CT64M225,29.8 GB,853,NA,NA,Sep 2009,SSD
CRUCIAL CT64M225,59.6 GB,844,NA,NA,Nov 2012,SSD
Crucial CT750MX300SSD1,698.6 GB,3842,$249.95,15.37,Jul 2016,SSD
Crucial CT960M500SSD1,894.3 GB,3319,$399.99,8.30,Aug 2013,SSD
Crucial FCCT1000MX200SSD1,931.5 GB,1646,NA,NA,Dec 2017,SSD
Crucial FCCT128MX100,119.2 GB,1403,NA,NA,Oct 2016,SSD
Crucial FCCT128MX100SSD1,119.2 GB,2483,NA,NA,Sep 2016,SSD
Crucial FCCT250MX200SSD1,232.9 GB,3966,NA,NA,Jun 2017,SSD
Crucial FCCT256M550SSD1,238.5 GB,3138,NA,NA,Aug 2016,SSD
Crucial FCCT256MX100SSD1,238.5 GB,2912,NA,NA,Sep 2016,SSD
Crucial FCCT512MX100SSD1,476.9 GB,3610,NA,NA,Jul 2016,SSD
Crucial M4-CT128M4SSD1,114.5 GB,2129,$114.99*,18.51,Mar 2012,SSD
Crucial M4-CT128M4SSD2,119.2 GB,2091,$104.99*,19.92,Apr 2011,SSD
Crucial M4-CT128M4SSD3,119.2 GB,2082,$109.99*,18.93,Sep 2012,SSD
Crucial MX500 1TB M.2,931.5 GB,5692,$134.89,42.20,Apr 2018,SSD
Crucial MX500 500GB CT500MX500SSD4,465.8 GB,4737,$57.99,81.69,Apr 2018,SSD
Crucial_ CT250MX200SSD3,232.9 GB,3503,NA,NA,Apr 2015,SSD
Crucial_CT1050MX,978.1 GB,3480,NA,NA,Oct 2016,SSD
Crucial_CT275MX3,256.2 GB,3560,NA,NA,Nov 2016,SSD
Crucial_CT750MX3,698.6 GB,3262,NA,NA,Sep 2016,SSD
Cruicial CT250BX100SSD1,232.9 GB,3375,$94.99*,35.53,Jan 2015,SSD
CS667-M256,238.5 GB,2099,NA,NA,May 2015,SSD
CSSD-F115GB2-A,107 GB,1575,$109.99*,14.32,Mar 2011,SSD
CSSD-S6O240NCG1Q,223.6 GB,3354,NA,NA,Jul 2016,SSD
CSSD-V60 GB2,55.9 GB,1205,NA,NA,Sep 2012,SSD
CSSD-V60GB2,55.9 GB,1009,$123.48*,8.17,Jul 2011,SSD
CSSD0074,111.8 GB,2364,NA,NA,Jan 2013,SSD
CT1000BX 100SSD1,931.5 GB,4182,NA,NA,Feb 2015,SSD
CT1000BX100SSD1,931.5 GB,3424,NA,NA,Mar 2015,SSD
CT1000MX 500SSD1,931.5 GB,4207,NA,NA,Jan 2018,SSD
CT1000MX500SSD1,931.5 GB,4538,$127.29,35.65,Dec 2017,SSD
CT1000P1SSD8,931.5 GB,12400,$144.89,85.58,Nov 2018,SSD
CT120BX1 00SSD1,111.8 GB,2792,NA,NA,Apr 2015,SSD
CT120BX100SSD1,111.8 GB,2754,$65.99*,41.73,Mar 2015,SSD
CT120BX300SSD1,111.8 GB,3678,$24.98,147.24,Sep 2017,SSD
CT120BX500SSD1,111.8 GB,3290,$22.99,143.11,Sep 2018,SSD
CT128V4SSD2,119.2 GB,1374,$184.99,7.43,Oct 2013,SSD
CT2000MX500SSD1,1.8 TB,4896,$273.11,17.93,Feb 2018,SSD
CT240BX2 00SSD1,223.6 GB,3480,NA,NA,Dec 2015,SSD
CT240BX200SSD1,223.6 GB,3236,$260.77*,12.41,Nov 2015,SSD
CT240BX300SSD1,223.6 GB,3869,$92.11,42.00,Sep 2017,SSD
CT240BX500SSD1,223.6 GB,3179,$33.99,93.53,Oct 2018,SSD
CT250BX1 00SSD1,232.9 GB,3550,NA,NA,Mar 2015,SSD
CT250BX1 CT250BX100SSD1,232.9 GB,3410,NA,NA,Apr 2015,SSD
CT250BX100SSD1,232.9 GB,3215,$148.98,21.58,May 2015,SSD
CT250MX5 00SSD1,232.9 GB,2837,NA,NA,Feb 2018,SSD
CT250MX500SSD1,232.9 GB,4274,$44.99,95.00,Jan 2018,SSD
CT250MX500SSD4,232.9 GB,4532,$44.99,100.73,Apr 2018,SSD
CT480BX2 00SSD1,447.1 GB,3644,NA,NA,Dec 2015,SSD
CT480BX200SSD1,447.1 GB,3491,$257.98,13.53,Nov 2015,SSD
CT480BX300SSD1,447.1 GB,3737,$92.21,40.53,Sep 2017,SSD
CT480BX500SSD1,447.1 GB,3264,$54.99,59.36,Sep 2018,SSD
CT500BX1 00SSD1,465.8 GB,3766,NA,NA,Feb 2015,SSD
CT500BX100SSD1,465.8 GB,3290,NA,NA,Mar 2015,SSD
CT500MX5 00SSD1,465.8 GB,3970,NA,NA,Feb 2018,SSD
CT500MX500SSD1,465.8 GB,4519,$57.99,77.93,Jan 2018,SSD
CT500P1SSD8,465.8 GB,10239,$74.99,136.54,Nov 2018,SSD
CT960BX200SSD1,894.3 GB,4027,$372.98,10.80,Mar 2016,SSD
CUK Cyclone M.2 NVMe 500GB,465.8 GB,16150,"$1,249.99*",12.92,Apr 2018,SSD
CX2-8B512-Q11 NVMe LITEON 512GB,476.9 GB,10972,NA,NA,Jan 2017,SSD
Cyclone SSD,931.5 GB,3472,NA,NA,Jul 2015,SSD
D2RSTK251E19-0400,372.6 GB,3461,$146.77*,23.58,Sep 2014,SSD
D2RSTK251M11-0200,186.3 GB,4345,NA,NA,Mar 2017,SSD
Dell WR202KD032G E70290F5,29.1 GB,692,NA,NA,Feb 2018,SSD
DELORA D2 SSD,111.8 GB,2695,NA,NA,Mar 2018,SSD
DENCSTE351M11-0240.Y,223.6 GB,2124,NA,NA,Mar 2017,SSD
DENRSTE251M45-0100.C,93.2 GB,1435,NA,NA,Jul 2015,SSD
DENRSTE251M45-0200.C,186.3 GB,1838,NA,NA,Jul 2015,SSD
Derler SSD 256G,236 GB,2653,NA,NA,Oct 2015,SSD
DGM SSD 120GB S3-120A,111.8 GB,4554,NA,NA,Dec 2016,SSD
DGM SSD 480GB S3-480A,447.1 GB,4033,NA,NA,Oct 2016,SSD
DIGITAZZ 240GB SSD,223.6 GB,1844,NA,NA,Nov 2015,SSD
DOGFISH SSD 120G,111.8 GB,2711,NA,NA,Dec 2017,SSD
DOMEN SSD,29.8 GB,1712,NA,NA,Feb 2014,SSD
DP-CT050M4SSC2,59.6 GB,1800,NA,NA,Feb 2013,SSD
DragonDiamond D7 240G,238.5 GB,3336,NA,NA,Jul 2016,SSD
DREVO D1 SSD,111.8 GB,3729,NA,NA,Jul 2017,SSD
DREVO ES SSD,238.5 GB,3067,NA,NA,Sep 2017,SSD
DREVO X1 120GB,111.8 GB,2462,NA,NA,May 2018,SSD
Drevo X1 240GB,223.6 GB,3079,NA,NA,Sep 2018,SSD
Drevo X1 pro 120G,111.8 GB,3398,NA,NA,Jun 2018,SSD
Drevo X1 pro 128G,119.2 GB,3305,NA,NA,May 2018,SSD
Drevo X1 pro 256G,238.5 GB,3243,NA,NA,Feb 2018,SSD
Drevo X1 pro 64G,59.6 GB,2412,NA,NA,Oct 2017,SSD
DREVO X1 PRO SSD,238.5 GB,2559,NA,NA,Feb 2017,SSD
DREVO X1 SSD,223.6 GB,2755,NA,NA,Oct 2016,SSD
DREVO X1-240G,223.6 GB,2646,NA,NA,Oct 2016,SSD
DREVO ZEUS SSD,119.2 GB,3737,NA,NA,Jul 2017,SSD
DRVEO X1 SSD,447.1 GB,3991,NA,NA,Dec 2016,SSD
DX300128A5xnEMLC,119.2 GB,2762,NA,NA,Nov 2016,SSD
EDGE Boost Pro 7mm SSD,223.6 GB,2803,$547.54*,5.12,Aug 2013,SSD
EDGE Boost Pro SSD,447.1 GB,2839,$53.31*,53.25,Feb 2013,SSD
EDGE E3 SSD,476.9 GB,2991,$127.87*,23.39,Mar 2016,SSD
EDGE SE847 SSD,447.1 GB,3249,NA,NA,Jul 2015,SSD
EDGE SE847-V SSD,223.6 GB,3037,NA,NA,Aug 2017,SSD
EM200AA001-9VY132,186.3 GB,586,NA,NA,Feb 2013,HDD
EM200AB000,186.3 GB,332,NA,NA,Apr 2013,HDD
EM750AA001-9VY153,698.6 GB,745,NA,NA,Jun 2013,HDD
ES0120S,111.8 GB,1358,NA,NA,Dec 2012,HDD
ESA3SF1060GB,55.9 GB,2429,NA,NA,Jan 2013,SSD
ESA3SF1120GB,111.8 GB,1893,NA,NA,Oct 2013,SSD
ESA3SF1240GB,223.6 GB,3807,NA,NA,Oct 2013,SSD
ESA3SMD2HSLB120GB,111.8 GB,2912,NA,NA,Jul 2015,SSD
ESA3SMD2HSLB240GB,223.6 GB,2840,NA,NA,Apr 2015,SSD
ESA3SMD2HTGB120GB,111.8 GB,2562,NA,NA,Aug 2015,SSD
ESA3SMD2HTGB240GB,223.6 GB,3248,NA,NA,Aug 2015,SSD
ESA3SMD2HTGT120GB,111.8 GB,2581,NA,NA,Feb 2015,SSD
ESA3SMD2HTGT240GB,223.6 GB,3395,NA,NA,May 2015,SSD
ESA3SMD2ISPT120GB,111.8 GB,2152,NA,NA,Jun 2017,SSD
ESA3SME2HTMTT120GB,111.8 GB,3423,NA,NA,May 2016,SSD
EverGreen Slim,14.4 GB,395,NA,NA,Jan 2015,SSD
ExcelSto r Technology,76.7 GB,402,NA,NA,Mar 2013,HDD
ExcelSto r Technology J81,149 GB,473,NA,NA,Sep 2014,HDD
ExcelSto r Technology J92,232.9 GB,500,NA,NA,Sep 2013,HDD
ExcelStor Technology J240,38.3 GB,247,NA,NA,May 2009,HDD
ExcelStor Technology J340,38.3 GB,252,NA,NA,Apr 2009,HDD
ExcelStor Technology J360,9.8 GB,276,NA,NA,Mar 2009,Unknown
ExcelStor Technology J680,76.7 GB,293,NA,NA,Jan 2013,HDD
ExcelStor Technology J680,19.5 GB,286,NA,NA,Feb 2009,HDD
ExcelStor Technology J8080,76.7 GB,396,NA,NA,Jun 2013,HDD
ExcelStor Technology J8080,19.7 GB,375,NA,NA,Feb 2009,HDD
ExcelStor Technology J8080S,74.5 GB,397,NA,NA,Feb 2009,Unknown
ExcelStor Technology J8160,149 GB,405,NA,NA,Dec 2008,Unknown
ExcelStor Technology J8160S,149 GB,400,NA,NA,Feb 2009,Unknown
ExcelStor Technology J840,38.3 GB,331,NA,NA,Mar 2009,Unknown
ExcelStor Technology J860,57.3 GB,171,NA,NA,Feb 2013,HDD
ExcelStor Technology J880,76.7 GB,315,NA,NA,Dec 2008,Unknown
ExcelStor Technology J880S,76.7 GB,312,NA,NA,Mar 2009,HDD
ExcelStor Technology J9250,75.7 GB,479,NA,NA,Mar 2009,HDD
ExcelStor Technology J9250S,232.9 GB,508,NA,NA,Jan 2009,HDD
Extrememory XLR8_EX120BB,111.8 GB,3869,NA,NA,Oct 2013,SSD
Extrememory XLR8_EX240BB,223.6 GB,3258,NA,NA,Nov 2013,SSD
Extrememory XLR8_PL120AB,111.8 GB,1963,NA,NA,Feb 2013,SSD
EZLINK Achilles SX 180GB,167.7 GB,3563,NA,NA,Feb 2013,SSD
EZLINK Panzer IV-H 128GB,119.2 GB,3081,NA,NA,Jul 2015,SSD
EZLINK PanzerIV-H 128GB,119.2 GB,1859,NA,NA,Apr 2014,SSD
EZLINK SIGMA 128GB,119.2 GB,3452,NA,NA,Oct 2015,SSD
EZLINK T34 128GB,119.2 GB,1897,NA,NA,May 2014,SSD
EZLINK T34 256GB,238.5 GB,2392,NA,NA,Nov 2013,SSD
Faspeed F510-120G,111.8 GB,3131,NA,NA,Dec 2015,SSD
Faspeed F710-250G,232.9 GB,3689,NA,NA,Jan 2016,SSD
faspeed H5-120G PLUS,111.8 GB,2976,NA,NA,Jun 2018,SSD
faspeed M3-360G,335.3 GB,2747,NA,NA,Feb 2018,SSD
faspeed T6-120G PLUS,119.2 GB,4095,NA,NA,Jan 2018,SSD
FASTDISK 120G,111.8 GB,1335,NA,NA,Nov 2015,SSD
FASTDISK 32G,29.8 GB,980,NA,NA,Jun 2016,SSD
FASTDISK32G,29.5 GB,504,NA,NA,May 2015,SSD
FB160C40 81,149 GB,293,NA,NA,Apr 2014,HDD
FCCT120M500SSD1,111.8 GB,2516,NA,NA,Jul 2016,SSD
FCCT128M4SSD1,119.2 GB,2100,$54.99*,38.19,Jan 2015,SSD
FCCT240M500SSD1,223.6 GB,3003,$64.99*,46.21,Jul 2015,SSD
FCCT256M 4SSD1,238.5 GB,2460,NA,NA,Dec 2014,SSD
FCCT256M4SSD1,238.5 GB,2302,$89.99*,25.58,Dec 2014,SSD
FCCT480M500SSD1,447.1 GB,3163,NA,NA,Aug 2015,SSD
FCCT512M4SSD1,476.9 GB,2640,NA,NA,Dec 2014,SSD
FCCT960M500SSD1,894.3 GB,3043,$219.99*,13.83,Sep 2015,SSD
FLEXXON FPCF032GTTE7-P93-23,29.1 GB,149,NA,NA,Oct 2018,SSD
FORESEE 120GB SSD,111.8 GB,2506,NA,NA,Nov 2015,SSD
FORESEE 128GB SSD,119.2 GB,2663,NA,NA,Feb 2015,SSD
FORESEE 256GB SSD,238.5 GB,3991,NA,NA,May 2017,SSD
FORESEE 32GB SSD,29.3 GB,1784,NA,NA,Nov 2015,SSD
FORESEE 64GB SSD,59.6 GB,2427,$28.95*,83.83,Oct 2014,SSD
FORESEE B301G032G,29.1 GB,220,NA,NA,Nov 2013,SSD
FORESEE B301G064G,59.4 GB,395,NA,NA,Mar 2014,SSD
FORESEE S600M064G,59.6 GB,2999,NA,NA,Dec 2014,SSD
FSX-240GB,223.6 GB,4249,NA,NA,Mar 2015,SSD
Fujitsu F500-256GB,238.5 GB,3684,NA,NA,May 2017,SSD
FUJITSU MAW3073NP,68.4 GB,448,NA,NA,May 2013,HDD
FUJITSU MAX3073RC,68.4 GB,580,NA,NA,Jan 2013,HDD
FUJITSU MAX3147RC,136.7 GB,567,NA,NA,Oct 2012,HDD
FUJITSU MBA3073RC,68.5 GB,633,$112.99*,5.60,Oct 2012,HDD
FUJITSU MBA3147RC,136.7 GB,608,$64.03*,9.50,Nov 2012,HDD
FUJITSU MBA3300RC,279.4 GB,564,$107.89*,5.23,Feb 2013,HDD
FUJITSU MHS2040AT D,37.3 GB,125,NA,NA,Mar 2009,HDD
FUJITSU MHT2020AT,18.6 GB,131,NA,NA,Mar 2015,HDD
FUJITSU MHT2030AT,27.9 GB,132,NA,NA,Mar 2009,HDD
FUJITSU MHT2040AH,33.7 GB,196,NA,NA,Mar 2009,Unknown
FUJITSU MHT2040AH,37.3 GB,185,NA,NA,Apr 2009,HDD
FUJITSU MHT2040AT,37.3 GB,152,NA,NA,Feb 2009,Unknown
FUJITSU MHT2040AT,30.3 GB,149,NA,NA,Mar 2009,HDD
FUJITSU MHT2040BH,37.3 GB,193,NA,NA,Jun 2013,HDD
FUJITSU MHT2060AH,29.4 GB,185,NA,NA,Feb 2009,HDD
FUJITSU MHT2060AH,55.9 GB,189,NA,NA,Mar 2009,Unknown
FUJITSU MHT2060AT,55.9 GB,132,NA,NA,Feb 2009,Unknown
FUJITSU MHT2060BH,55.9 GB,191,NA,NA,Mar 2009,HDD
FUJITSU MHT2080AH,52 GB,184,NA,NA,Mar 2009,HDD
FUJITSU MHT2080AH,74.5 GB,205,NA,NA,Mar 2009,Unknown
FUJITSU MHT2080AT,74.5 GB,166,NA,NA,Feb 2009,Unknown
FUJITSU MHT2080AT,70.3 GB,149,NA,NA,Mar 2009,HDD
FUJITSU MHT2080BH,24.4 GB,190,NA,NA,Mar 2009,Unknown
FUJITSU MHU2100AT,93.2 GB,182,NA,NA,Feb 2009,Unknown
FUJITSU MHV2040AH,37.2 GB,184,NA,NA,Mar 2009,Unknown
FUJITSU MHV2040AT,37.3 GB,152,NA,NA,Mar 2009,Unknown
FUJITSU MHV2040BH,16.2 GB,185,NA,NA,Mar 2009,HDD
FUJITSU MHV2060AH,55.9 GB,199,NA,NA,Feb 2009,Unknown
FUJITSU MHV2060AH,19.5 GB,220,NA,NA,May 2009,HDD
FUJITSU MHV2060AT,55.9 GB,189,NA,NA,Mar 2009,Unknown
FUJITSU MHV2060AT,19.5 GB,178,NA,NA,Mar 2009,HDD
FUJITSU MHV2060BH,55.9 GB,203,NA,NA,Mar 2009,HDD
FUJITSU MHV2060BH,51.1 GB,211,NA,NA,Mar 2009,HDD
FUJITSU MHV2080AH,60.8 GB,203,NA,NA,Feb 2009,HDD
FUJITSU MHV2080AH,7.9 GB,214,NA,NA,Mar 2009,Unknown
FUJITSU MHV2080AT,27.9 GB,145,$69.00*,2.10,Mar 2009,HDD
FUJITSU MHV2080AT,74.5 GB,169,NA,NA,Mar 2009,Unknown
FUJITSU MHV2080BH,74.5 GB,192,NA,NA,Feb 2009,HDD
FUJITSU MHV2080BH,74.5 GB,212,NA,NA,Feb 2009,HDD
FUJITSU MHV2080BHPL,74.5 GB,215,NA,NA,May 2014,HDD
FUJITSU MHV2100AH,93.2 GB,230,NA,NA,Feb 2009,Unknown
FUJITSU MHV2100AT,63 GB,158,NA,NA,Apr 2009,HDD
FUJITSU MHV2100AT,93.2 GB,165,NA,NA,Mar 2009,Unknown
FUJITSU MHV2100BH,93.2 GB,207,NA,NA,Dec 2008,HDD
FUJITSU MHV2100BH,93.2 GB,206,NA,NA,Feb 2009,HDD
FUJITSU MHV2120AH,111.8 GB,242,NA,NA,Mar 2009,Unknown
FUJITSU MHV2120AT,104.9 GB,176,NA,NA,Apr 2009,Unknown
FUJITSU MHV2120BH,106.1 GB,271,NA,NA,Feb 2009,HDD
FUJITSU MHV2160BT,142.7 GB,164,NA,NA,Feb 2009,Unknown
FUJITSU MHV2160BT,74.4 GB,168,NA,NA,Mar 2009,HDD
FUJITSU MHV2200BT,92.9 GB,196,NA,NA,Apr 2009,HDD
FUJITSU MHV2200BT,177 GB,197,NA,NA,Jul 2009,Unknown
FUJITSU MHW2040BH,37.3 GB,200,NA,NA,Mar 2013,HDD
FUJITSU MHW2060BH,55.9 GB,222,NA,NA,Mar 2009,Unknown
FUJITSU MHW2080AT,74.5 GB,199,NA,NA,Feb 2014,HDD
FUJITSU MHW2080BH,69.1 GB,224,NA,NA,Feb 2009,HDD
FUJITSU MHW2080BH,73.1 GB,240,NA,NA,Feb 2009,Unknown
FUJITSU MHW2080BJ,64.8 GB,302,NA,NA,Mar 2009,HDD
FUJITSU MHW2100BH,83.8 GB,193,NA,NA,Mar 2009,HDD
FUJITSU MHW2100BH,93.2 GB,211,NA,NA,Dec 2012,HDD
FUJITSU MHW2120BH,111.8 GB,231,NA,NA,Feb 2009,HDD
FUJITSU MHW2120BJ,111.7 GB,278,NA,NA,Mar 2009,Unknown
FUJITSU MHW2120BJ,99.2 GB,293,NA,NA,Mar 2009,HDD
FUJITSU MHW2120BJ,98.4 GB,260,NA,NA,Mar 2009,HDD
FUJITSU MHW2160BH,136.4 GB,231,$151.20*,1.53,Dec 2008,HDD
FUJITSU MHW2160BH,40.9 GB,255,NA,NA,Feb 2009,Unknown
FUJITSU MHW2160BJ,148.9 GB,319,NA,NA,Feb 2009,Unknown
FUJITSU MHW2160BJ,136.4 GB,321,NA,NA,Mar 2009,HDD
FUJITSU MHX2250BT,232.9 GB,206,NA,NA,Feb 2009,HDD
FUJITSU MHX2300BT,170.9 GB,204,NA,NA,Mar 2009,HDD
FUJITSU MHX2300BT,279.5 GB,210,NA,NA,Jan 2013,HDD
FUJITSU MHY2060BH,55.9 GB,287,NA,NA,Oct 2013,HDD
FUJITSU MHY2080BH,39.1 GB,242,NA,NA,Feb 2009,HDD
FUJITSU MHY2080BH,74.5 GB,274,NA,NA,Jun 2013,HDD
FUJITSU MHY2120BH,111.7 GB,280,NA,NA,Feb 2009,Unknown
FUJITSU MHY2160BH,149 GB,268,NA,NA,Mar 2009,HDD
FUJITSU MHY2200BH,186.3 GB,276,NA,NA,Mar 2009,HDD
FUJITSU MHY2250BH,226 GB,290,NA,NA,Mar 2009,Unknown
FUJITSU MHZ2080BH,74.5 GB,336,NA,NA,Mar 2009,HDD
FUJITSU MHZ2080BJ,74.4 GB,424,NA,NA,May 2009,Unknown
FUJITSU MHZ2120BH,111.8 GB,292,$84.95*,3.44,Feb 2009,HDD
FUJITSU MHZ2120BH,110.8 GB,313,NA,NA,Mar 2009,Unknown
FUJITSU MHZ2160BH,149 GB,349,NA,NA,Feb 2009,HDD
FUJITSU MHZ2160BJ,149 GB,421,NA,NA,Feb 2009,HDD
FUJITSU MHZ2160BK,149 GB,358,NA,NA,Oct 2014,HDD
FUJITSU MHZ2250B,232.9 GB,369,NA,NA,Apr 2013,HDD
FUJITSU MHZ2250BH,232.9 GB,331,$124.95*,2.65,Dec 2008,HDD
FUJITSU MHZ2250BJ,232.8 GB,328,NA,NA,Mar 2009,Unknown
FUJITSU MHZ2250BJ G2,232.9 GB,342,NA,NA,Mar 2009,Unknown
FUJITSU MHZ2250CJ,232.9 GB,410,NA,NA,Feb 2013,HDD
FUJITSU MHZ2320BH,298.1 GB,349,NA,NA,Dec 2008,HDD
FUJITSU MHZ2320BJ,298.1 GB,436,NA,NA,Apr 2009,Unknown
FUJITSU MHZ2320BJ FFS G2,298.1 GB,425,NA,NA,Dec 2012,HDD
FUJITSU MHZ2400BT,360.5 GB,251,NA,NA,Apr 2009,Unknown
FUJITSU MHZ2500BT,465.8 GB,272,NA,NA,Mar 2009,HDD
FUJITSU MJA2080BH,74.5 GB,388,NA,NA,Oct 2014,HDD
FUJITSU MJA2160BH,149 GB,395,NA,NA,May 2009,HDD
FUJITSU MJA2160CH,149 GB,372,NA,NA,Jun 2015,HDD
FUJITSU MJA2250BH,232.9 GB,419,NA,NA,May 2009,HDD
FUJITSU MJA2320BH,100 GB,401,NA,NA,Nov 2009,HDD
FUJITSU MJA2500BH,465.8 GB,420,NA,NA,Feb 2013,HDD
FUJITSU MPF3102AT,9.5 GB,115,NA,NA,Apr 2013,HDD
Fujitsu SSD 128GB,119.2 GB,2691,$966.70*,2.78,Jul 2013,SSD
Fujitsu SSD256GB,238.5 GB,3664,$159.99*,22.90,Dec 2013,SSD
Fujitsu SSD512GB,476.9 GB,3121,NA,NA,Apr 2015,SSD
Fujitsu SSD64GB,59.6 GB,2204,$917.92*,2.40,May 2014,SSD
G.SKILL FALCON 128GB SSD,119.2 GB,1021,NA,NA,Nov 2012,SSD
G.SKILL FALCON 64GB SSD,59.6 GB,2514,NA,NA,Aug 2013,SSD
G.SKILL FM-25S3-240GPF,223.6 GB,3158,$74.99*,42.11,Nov 2015,SSD
G.SKILL Phoenix Blade 480GB,447.2 GB,10453,$549.99*,19.01,Nov 2014,SSD
G300-240GB,223.6 GB,4275,NA,NA,Mar 2017,SSD
GAINWARD YH0120A,111.8 GB,1972,NA,NA,Sep 2018,SSD
GALAX GX024010A100-A1,223.6 GB,2868,NA,NA,Oct 2015,SSD
GALAX GXTA1B0120A,111.8 GB,1490,NA,NA,Apr 2016,SSD
GALAX GXTA1C0120A,111.8 GB,3306,NA,NA,Jun 2016,SSD
GALAX GXTA1C0240A,223.6 GB,3479,NA,NA,Jun 2016,SSD
GALAX TA 1D0120A,111.8 GB,3210,NA,NA,Oct 2017,SSD
GALAX TA1C0120A,111.8 GB,3882,NA,NA,Sep 2016,SSD
GALAX TA1C0240A,223.6 GB,3844,NA,NA,Oct 2016,SSD
GALAX TA1C0480A,447.1 GB,4834,NA,NA,Jun 2018,SSD
GALAX TA1D0120A,111.8 GB,2383,NA,NA,Sep 2016,SSD
GALAX TA1D0240A,223.6 GB,2638,NA,NA,Nov 2017,SSD
Galaxy GX0120ML100-L,111.8 GB,872,NA,NA,Aug 2015,SSD
Galaxy GX0120ML103,111.8 GB,2045,NA,NA,Feb 2014,SSD
GAMER 120MG100-A1,111.8 GB,3593,NA,NA,Apr 2015,SSD
GAMER 240MG100-B1,223.6 GB,3284,NA,NA,Aug 2015,SSD
GAMER L TA1D0240A,223.6 GB,4260,NA,NA,Dec 2018,SSD
GB0160CAABV,149 GB,423,NA,NA,May 2014,HDD
GB0250C8045,232.9 GB,647,NA,NA,Dec 2013,HDD
GB0250EAFYK,232.9 GB,669,NA,NA,Feb 2013,HDD
GB0500EAFJH,465.8 GB,665,NA,NA,Nov 2012,HDD
GB0500EAFYL,465.8 GB,722,NA,NA,Nov 2013,HDD
GB0750C4414,698.6 GB,462,NA,NA,Mar 2013,HDD
GB1000EAMYC,931.5 GB,675,NA,NA,Oct 2013,HDD
GeIL ZENITH A3-120GB,111.8 GB,2305,NA,NA,May 2016,SSD
GeIL Zenith A3-240GB,223.6 GB,3070,NA,NA,Aug 2015,SSD
GeIL Zenith A3-PRO 240GB,223.6 GB,3276,NA,NA,Mar 2016,SSD
GeIL ZENITH R3 120GB,111.8 GB,3774,NA,NA,Dec 2016,SSD
